HelpfulnessNumerator,HelpfulnessDenominator,Time,Summary,Text,Score
0,0,1260835200,'Great product  weak packaging','Cant say anything bad about Sugar in the Raw  I like it better than the other natural sugars Better consistency and  I know it doesnt matter  but better color Unfortunately one of the natural paper bags got torn a bit in the box  It didnt look like the box was damaged so I cant tell how it happened but it was sort of pain to clean up half a bag that spilled all over the inside of the box and our kitchen when I opened it  Not sure what the solution is and Id order it again but if it happens again Id switch to one of the brands that ship in an unnatural plastic bag',4
1,2,1253750400,Excellent,'Great service Items arrived faster than expected Very efficient Will use this seller again I highly recommend this seller Thank you for the excellent service',5
0,0,1343692800,'Excellent for G/F','Please ignore the onestar comments if you check the bag the main ingredient IS in fact whole grain brown rice and the second is rice flower With anything that is gluten free you have to add another binder which is where the corn flour comes in For someone who has celiac disease and cannot have Sunchips because they contain wheat a key binder to any chip cookie or cereal this is an excellent product My spouse and I buy these a lot because they are gluten free and absolutely delicious',5
0,0,1315353600,Amazing,'Best flavor ever  Im addicted  They are allgoodbut these are by far the best  I could live on these  And there is no need for anymore to say',5
0,0,1275436800,'Very tasty chips','So many healthy products dont taste verygood Or tastegoodwhen you first try them and then go downhill  Ive had these chips on more than one occasion and they are very tasty  Ive served them to guests twice and both times they wanted to know what they were and where to get them Its also nice to have something glutenfree for friends who are borderline diabeticbut I would eat them anyway',5
0,0,1272326400,YUMMY,'I found these crisps at our local WalMartand figured I would give them a try They were so yummy I may never go back to regular chips not that I was a big chip fan anyway The only problem is I can eat the entire bag in one sitting I give these crisps a big thumbs up',5
0,0,1247529600,'Excellent Taste','This is one of the best tasting crisps I have ever eaten I only buy it on special occassions because I know Ill eat the whole bag',5
0,1,1280880000,'Over priced chips and lack rice taste','I paid 179 for a 2 ounce pkg of these at lunch today I bought them because brown rice is a good carb  As soon as I tasted one and it tasted like a corn chip I checked the ingredients  The name is deceptive  these have Masa corn flour listed in the ingredients and it overwhelms the taste  I wont buy these again  I can get Sunchips for less money and similar taste',1
3,4,1283817600,'Rotel saves me on a daily basis','I use the Rotel Mild and I LOVE this product so muchit saves me on a daily basis  If youre trying to cook lower fat healthier foods and in a HURRY this stuff makes it so much easier  Ever notice that some canned tomatos have a weird tin can taste when you make spagehetti sauce or whatever?  For some reason this product doesnt have that  It tastes sogoodyou can just dump it in with a can of beans heat and eat  or add some chili powder and now you have chili soup  I also make indian dishes with this and spicey spaghetti sauce  I also prefer this to most canned salsas so it works for things like quesadillas if you drain the liquid off  None of my local grocery stores carry it at all nor do they carry anything like it  So I have to pay Amazons inflated price to order this by the case  I dont like that Im paying a higher price but I LOVE LOVE LOVE the product',5
1,3,1261785600,'its fabulous but *not* from amazon','the price on this product certainly raises my attention on compairing amazon price with the local stores i can get a can of this rotel at my local kroger for 1 dissapointing',5
1,4,1221177600,'too expensive','howdy yall  the actual product is VERYgood id rate the item a 4 on its own however its only ONE dollar at the local grocery and    twenty eight      dollars per twelve pack  these are running almost two and a half dollars each  as i said TOO EXPENSIVE [*sigh *] i was really hoping to get them at something approaching the local cost  take care<br lee',3
